run_name,eval_results_path,metrics_path,stored_n,recomputed_n,stored_accuracy_pct,recomputed_orig_acc_pct,accuracy_diff_pp,stored_consistency_pct,recomputed_consistency_pct,consistency_diff_pp,status
label_variant_leftright_mistral,results/label_variant_leftright_mistral/eval_results.json,results/label_variant_leftright_mistral/metrics.json,449,449,99.10913140311804,99.10913140311804,0.0,15.590200445434299,15.590200445434299,0.0,ok
label_variant_leftright_qwen3,results/label_variant_leftright_qwen3/eval_results.json,results/label_variant_leftright_qwen3/metrics.json,449,449,57.46102449888642,57.46102449888642,0.0,78.17371937639199,78.17371937639199,0.0,ok
label_variant_leftright_qwen3_nothink,results/label_variant_leftright_qwen3_nothink/eval_results.json,results/label_variant_leftright_qwen3_nothink/metrics.json,449,449,85.74610244988864,85.74610244988864,0.0,83.74164810690424,83.74164810690424,0.0,ok
label_variant_numeric,results/label_variant_numeric/eval_results.json,results/label_variant_numeric/metrics.json,449,449,94.65478841870824,94.65478841870824,0.0,60.801781737193764,60.801781737193764,0.0,ok
label_variant_numeric_mistral,results/label_variant_numeric_mistral/eval_results.json,results/label_variant_numeric_mistral/metrics.json,449,449,99.55456570155901,99.55456570155901,0.0,12.026726057906458,12.026726057906458,0.0,ok
label_variant_numeric_qwen3,results/label_variant_numeric_qwen3/eval_results.json,results/label_variant_numeric_qwen3/metrics.json,449,449,54.342984409799556,54.342984409799556,0.0,80.84632516703786,80.84632516703786,0.0,ok
label_variant_numeric_qwen3_bal,results/label_variant_numeric_qwen3_bal/eval_results.json,results/label_variant_numeric_qwen3_bal/metrics.json,449,449,44.097995545657014,44.097995545657014,0.0,81.9599109131403,81.9599109131403,0.0,ok
label_variant_numeric_qwen3_nothink,results/label_variant_numeric_qwen3_nothink/eval_results.json,results/label_variant_numeric_qwen3_nothink/metrics.json,449,449,88.41870824053451,88.41870824053451,0.0,81.73719376391982,81.73719376391982,0.0,ok
length_confounded_s2,results/length_confounded_s2/eval/eval_results.json,results/length_confounded_s2/eval/metrics.json,449,449,81.29175946547885,81.29175946547885,0.0,81.29175946547885,81.29175946547885,0.0,ok
length_confounded_s3,results/length_confounded_s3/eval/eval_results.json,results/length_confounded_s3/eval/metrics.json,449,449,81.51447661469933,81.51447661469933,0.0,79.51002227171492,79.51002227171492,0.0,ok
